address,Private Service Line Material,Public Service Line Material
2151 W WARNER AVE,NOT LEAD,NOT LEAD
4115 N BELL AVE,NOT LEAD,NOT LEAD
4151 N BELL AVE,NOT LEAD,NOT LEAD
4115 N OAKLEY AVE,NOT LEAD,NOT LEAD
4125 N OAKLEY AVE,NOT LEAD,NOT LEAD
4150 N OAKLEY AVE,NOT LEAD,NOT LEAD
4034 N BELL AVE,NOT LEAD,NOT LEAD
3812 N LEAVITT ST,NOT LEAD,NOT LEAD
3847 N DAMEN AVE,NOT LEAD,NOT LEAD
3511 N SEELEY AVE,NOT LEAD,NOT LEAD
2149 W GRACE ST,NOT LEAD,NOT LEAD
3650 N HAMILTON AVE,NOT LEAD,NOT LEAD
2444 W PENSACOLA AVE,NOT LEAD,NOT LEAD
2417 W PENSACOLA AVE,NOT LEAD,NOT LEAD
2456 W CULLOM AVE,NOT LEAD,NOT LEAD
2433 W CULLOM AVE,NOT LEAD,NOT LEAD
2416 W BERTEAU AVE,NOT LEAD,NOT LEAD
2526 W PENSACOLA AVE,NOT LEAD,NOT LEAD
2541 W PENSACOLA AVE,NOT LEAD,NOT LEAD
2522 W BERTEAU AVE,NOT LEAD,NOT LEAD
2422 W BELLE PLAINE AVE,NOT LEAD,NOT LEAD
2441 W BELLE PLAINE AVE,NOT LEAD,NOT LEAD
2455 W BYRON ST,NOT LEAD,NOT LEAD
2418 W GRACE ST,NOT LEAD,NOT LEAD
4245 N LINCOLN AVE,NOT LEAD,NOT LEAD
2630 40 W BRADLEY PL,NOT LEAD,NOT LEAD
2106 W BELLE PLAINE AVE,NOT LEAD,NOT LEAD
4040 N MAPLEWOOD AVE,NOT LEAD,NOT LEAD
4245 N LINCOLN AVE,NOT LEAD,NOT LEAD
2139 W BELLE PLAINE AVE,NOT LEAD,NOT LEAD
4119 N CLAREMONT AVE,NOT LEAD,NOT LEAD
4123 N CLAREMONT AVE,NOT LEAD,NOT LEAD
3827 N BELL AVE,NOT LEAD,NOT LEAD
2126 W BRADLEY PL,NOT LEAD,NOT LEAD
2122 W BRADLEY PL,NOT LEAD,NOT LEAD
2144 W BRADLEY PL,NOT LEAD,NOT LEAD
4106 N CAMPBELL AVE,NOT LEAD,NOT LEAD
3319 N ELSTON AVE,NOT LEAD,NOT LEAD
4328 N BERNARD ST,NOT LEAD,NOT LEAD
3238 N RICHMOND ST,NOT LEAD,NOT LEAD
4231 N ALBANY AVE,NOT LEAD,NOT LEAD
4109 N MOZART ST,NOT LEAD,NOT LEAD
3541 W MONTROSE AVE,NOT LEAD,NOT LEAD
3451 N WHIPPLE ST,NOT LEAD,NOT LEAD
3451 N WHIPPLE ST,NOT LEAD,NOT LEAD
3451 N WHIPPLE ST,NOT LEAD,NOT LEAD
3319 N ELSTON AVE,NOT LEAD,NOT LEAD
3234 W IRVING PARK RD,NOT LEAD,NOT LEAD
4139 N MOZART ST,NOT LEAD,NOT LEAD
4040 N MOZART ST,NOT LEAD,NOT LEAD
4309 N RICHMOND ST,NOT LEAD,NOT LEAD
3541 W MONTROSE AVE,NOT LEAD,NOT LEAD
4231 N ALBANY AVE,NOT LEAD,NOT LEAD
3922 N SACRAMENTO AVE,NOT LEAD,NOT LEAD
4109 N MOZART ST,NOT LEAD,NOT LEAD
4229 N RICHMOND ST,NOT LEAD,NOT LEAD
4152 N WHIPPLE ST,NOT LEAD,NOT LEAD
4105 N MOZART ST,NOT LEAD,NOT LEAD
3840 N TROY ST,NOT LEAD,NOT LEAD
4340 N MOZART ST,NOT LEAD,NOT LEAD
4325 N ALBANY AVE,NOT LEAD,NOT LEAD
3812 N SACRAMENTO AVE,NOT LEAD,NOT LEAD
4323 N ST LOUIS AVE,NOT LEAD,NOT LEAD
3733 N TROY ST,NOT LEAD,NOT LEAD
3720 N TROY ST,NOT LEAD,NOT LEAD
3238 N RICHMOND ST,NOT LEAD,NOT LEAD
4017 N ST LOUIS AVE,NOT LEAD,NOT LEAD
2800 W IRVING PARK RD,NOT LEAD,NOT LEAD
2939 W ADDISON ST,NOT LEAD,NOT LEAD
3922 N SACRAMENTO AVE,NOT LEAD,NOT LEAD
3812 N SACRAMENTO AVE,NOT LEAD,NOT LEAD
4325 N ALBANY AVE,NOT LEAD,NOT LEAD
4152 N WHIPPLE ST,NOT LEAD,NOT LEAD
4340 N MOZART ST,NOT LEAD,NOT LEAD
4105 N MOZART ST,NOT LEAD,NOT LEAD
3733 N TROY ST,NOT LEAD,NOT LEAD
3720 N TROY ST,NOT LEAD,NOT LEAD
3840 N TROY ST,NOT LEAD,NOT LEAD
2800 W IRVING PARK RD,NOT LEAD,NOT LEAD
3325 W ADDISON ST,NOT LEAD,NOT LEAD
3136 N ELSTON AVE,NOT LEAD,NOT LEAD
3702 N MOZART ST,NOT LEAD,NOT LEAD
3503 27 N KIMBALL AVE,NOT LEAD,NOT LEAD
3509 W ADDISON ST,NOT LEAD,NOT LEAD
3509 W ADDISON ST,NOT LEAD,NOT LEAD
3509 W ADDISON ST,NOT LEAD,NOT LEAD
3325 W ADDISON ST,NOT LEAD,NOT LEAD
3402 N KEDZIE AVE,NOT LEAD,NOT LEAD
3402 N KEDZIE AVE,NOT LEAD,NOT LEAD
3325 W ADDISON ST,NOT LEAD,NOT LEAD
3708 N FRANCISCO AVE,NOT LEAD,NOT LEAD
3734 N FRANCISCO AVE,NOT LEAD,NOT LEAD
3709 N SACRAMENTO AVE,NOT LEAD,NOT LEAD
3702 N MOZART ST,NOT LEAD,NOT LEAD
3104 N SAWYER AVE,NOT LEAD,NOT LEAD
3002 N SAWYER AVE,NOT LEAD,NOT LEAD
3028 N SAWYER AVE,NOT LEAD,NOT LEAD
2831 W FLETCHER ST,NOT LEAD,NOT LEAD
2848 W FLETCHER ST,NOT LEAD,NOT LEAD
3938 N BERNARD ST,NOT LEAD,NOT LEAD
2853 N ROCKWELL ST,NOT LEAD,NOT LEAD
3801 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
3935 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
3801 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
2853 N ROCKWELL ST,NOT LEAD,NOT LEAD
3104 N SAWYER AVE,NOT LEAD,NOT LEAD
3028 N SAWYER AVE,NOT LEAD,NOT LEAD
3002 N SAWYER AVE,NOT LEAD,NOT LEAD
3709 N SACRAMENTO AVE,NOT LEAD,NOT LEAD
3734 N FRANCISCO AVE,NOT LEAD,NOT LEAD
3708 N FRANCISCO AVE,NOT LEAD,NOT LEAD
3938 N BERNARD ST,NOT LEAD,NOT LEAD
3136 N ELSTON AVE,NOT LEAD,NOT LEAD
2848 W FLETCHER ST,NOT LEAD,NOT LEAD
2831 W FLETCHER ST,NOT LEAD,NOT LEAD
3231 N SPRINGFIELD AVE,NOT LEAD,NOT LEAD
3231 N SPRINGFIELD AVE,NOT LEAD,NOT LEAD
3409 N RIDGEWAY AVE,NOT LEAD,NOT LEAD
3421 N AVERS AVE,NOT LEAD,NOT LEAD
3409 N RIDGEWAY AVE,NOT LEAD,NOT LEAD
3060 N MILWAUKEE AVE,NOT LEAD,NOT LEAD
4325 N SPRINGFIELD AVE,NOT LEAD,NOT LEAD
4325 N SPRINGFIELD AVE,NOT LEAD,NOT LEAD
3060 N MILWAUKEE AVE,NOT LEAD,NOT LEAD
1902 S LUMBER ST,NOT LEAD,NOT LEAD
217 W 23RD PL,NOT LEAD,NOT LEAD
3221 S PRINCETON AVE,NOT LEAD,NOT LEAD
3008 S CANAL ST,NOT LEAD,NOT LEAD
317 W 24TH ST,NOT LEAD,NOT LEAD
2831 S UNION AVE,NOT LEAD,NOT LEAD
3227 S CANAL ST,NOT LEAD,NOT LEAD
3227 S CANAL ST,NOT LEAD,NOT LEAD
501 W 24TH PL,NOT LEAD,NOT LEAD
2926 S LOWE AVE,NOT LEAD,NOT LEAD
216 W 19TH ST,NOT LEAD,NOT LEAD
216 W 19TH ST,NOT LEAD,NOT LEAD
216 W 19TH ST,NOT LEAD,NOT LEAD
1810 S WENTWORTH AVE,NOT LEAD,NOT LEAD
1810 S WENTWORTH AVE,NOT LEAD,NOT LEAD
1810 S WENTWORTH AVE,NOT LEAD,NOT LEAD
333 W 35TH ST,NOT LEAD,NOT LEAD
333 W 35TH ST,NOT LEAD,NOT LEAD
333 W 35TH ST,NOT LEAD,NOT LEAD
333 W 35TH ST,NOT LEAD,NOT LEAD
1902 S LUMBER ST,NOT LEAD,NOT LEAD
317 W 24TH ST,NOT LEAD,NOT LEAD
212 W 23RD ST,NOT LEAD,NOT LEAD
2813 S UNION AVE,NOT LEAD,NOT LEAD
2831 S UNION AVE,NOT LEAD,NOT LEAD
2854 S LOWE AVE,NOT LEAD,NOT LEAD
3419 S PARNELL AVE,NOT LEAD,NOT LEAD
344 W 28TH PL,NOT LEAD,NOT LEAD
344 W 28TH PL,NOT LEAD,NOT LEAD
3146 S WENTWORTH AVE,NOT LEAD,NOT LEAD
3146 S WENTWORTH AVE,NOT LEAD,NOT LEAD
501 W 24TH PL,NOT LEAD,NOT LEAD
3227 S CANAL ST,NOT LEAD,NOT LEAD
3227 S CANAL ST,NOT LEAD,NOT LEAD
3227 S CANAL ST,NOT LEAD,NOT LEAD
1800 S LUMBER ST,NOT LEAD,NOT LEAD
1800 S LUMBER ST,NOT LEAD,NOT LEAD
212 W 23RD ST,NOT LEAD,NOT LEAD
2854 S LOWE AVE,NOT LEAD,NOT LEAD
2813 S UNION AVE,NOT LEAD,NOT LEAD
2926 S LOWE AVE,NOT LEAD,NOT LEAD
3221 S PRINCETON AVE,NOT LEAD,NOT LEAD
3419 S PARNELL AVE,NOT LEAD,NOT LEAD
3135 S WALLACE ST,NOT LEAD,NOT LEAD
3122 S BENSON ST,NOT LEAD,NOT LEAD
3024 S LLOYD AVE,NOT LEAD,NOT LEAD
3017 S BROAD ST,NOT LEAD,NOT LEAD
823 W 34TH PL,NOT LEAD,NOT LEAD
3326 S JUSTINE ST,NOT LEAD,NOT LEAD
2850 S LOCK ST,NOT LEAD,NOT LEAD
3100 58 S GREEN ST,NOT LEAD,NOT LEAD
3100 58 S GREEN ST,NOT LEAD,NOT LEAD
2850 S LOCK ST,NOT LEAD,NOT LEAD
2850 S LOCK ST,NOT LEAD,NOT LEAD
2424 S HALSTED ST,NOT LEAD,NOT LEAD
2424 S HALSTED ST,NOT LEAD,NOT LEAD
3122 S BENSON ST,NOT LEAD,NOT LEAD
3326 S JUSTINE ST,NOT LEAD,NOT LEAD
3017 S BROAD ST,NOT LEAD,NOT LEAD
2846 S KEELEY ST,NOT LEAD,NOT LEAD
3024 S LLOYD AVE,NOT LEAD,NOT LEAD
3023 S LOOMIS ST,NOT LEAD,NOT LEAD
2813 S HILLOCK AVE,NOT LEAD,NOT LEAD
3019 S ARCH ST,NOT LEAD,NOT LEAD
2818 S SHORT ST,NOT LEAD,NOT LEAD
823 W 34TH PL,NOT LEAD,NOT LEAD
2846 S KEELEY ST,NOT LEAD,NOT LEAD
3023 S LOOMIS ST,NOT LEAD,NOT LEAD
3019 S ARCH ST,NOT LEAD,NOT LEAD
2813 S HILLOCK AVE,NOT LEAD,NOT LEAD
2818 S SHORT ST,NOT LEAD,NOT LEAD
3100 58 S GREEN ST,NOT LEAD,NOT LEAD
3758 S PARNELL AVE,NOT LEAD,NOT LEAD
3508 S EMERALD AVE,NOT LEAD,NOT LEAD
3716 S UNION AVE,NOT LEAD,NOT LEAD
3754 S PARNELL AVE,NOT LEAD,NOT LEAD
3710 S NORMAL AVE,NOT LEAD,NOT LEAD
3815 21 S ASHLAND AVE,NOT LEAD,NOT LEAD
1101 W 43RD ST,NOT LEAD,NOT LEAD
1101 W 43RD ST,NOT LEAD,NOT LEAD
1445 W 42ND ST,NOT LEAD,NOT LEAD
1445 W 42ND ST,NOT LEAD,NOT LEAD
3615 S JASPER PL,NOT LEAD,NOT LEAD
3740 S MORGAN ST,NOT LEAD,NOT LEAD
3740 S MORGAN ST,NOT LEAD,NOT LEAD
4121 S PACKERS AVE,NOT LEAD,NOT LEAD
4121 S PACKERS AVE,NOT LEAD,NOT LEAD
1032 W 43RD ST,NOT LEAD,NOT LEAD
1032 W 43RD ST,NOT LEAD,NOT LEAD
3523 S ASHLAND AVE,NOT LEAD,NOT LEAD
3523 S ASHLAND AVE,NOT LEAD,NOT LEAD
421 W 38TH ST,NOT LEAD,NOT LEAD
3710 S NORMAL AVE,NOT LEAD,NOT LEAD
815 W PERSHING RD,NOT LEAD,NOT LEAD
815 W PERSHING RD,NOT LEAD,NOT LEAD
815 W PERSHING RD,NOT LEAD,NOT LEAD
437 W 41ST ST,NOT LEAD,NOT LEAD
438 W ROOT ST,NOT LEAD,NOT LEAD
3508 S EMERALD AVE,NOT LEAD,NOT LEAD
3716 S UNION AVE,NOT LEAD,NOT LEAD
3516 S LOWE AVE,NOT LEAD,NOT LEAD
3642 S LOWE AVE,NOT LEAD,NOT LEAD
523 W 36TH ST,NOT LEAD,NOT LEAD
3754 S PARNELL AVE,NOT LEAD,NOT LEAD
421 W 38TH ST,NOT LEAD,NOT LEAD
1200 32 W 37TH ST,NOT LEAD,NOT LEAD
3558 S MORGAN ST,NOT LEAD,NOT LEAD
3558 S MORGAN ST,NOT LEAD,NOT LEAD
1200 32 W 37TH ST,NOT LEAD,NOT LEAD
3620 S LITUANICA AVE,NOT LEAD,NOT LEAD
1200 00 W 35TH ST,NOT LEAD,NOT LEAD
1200 00 W 35TH ST,NOT LEAD,NOT LEAD
4243 S ASHLAND AVE,NOT LEAD,NOT LEAD
3516 S LOWE AVE,NOT LEAD,NOT LEAD
3642 S LOWE AVE,NOT LEAD,NOT LEAD
3758 S PARNELL AVE,NOT LEAD,NOT LEAD
438 W ROOT ST,NOT LEAD,NOT LEAD
523 W 36TH ST,NOT LEAD,NOT LEAD
1018 N HONORE ST,NOT LEAD,NOT LEAD
1523 W NORTH AVE,NOT LEAD,NOT LEAD
1526 W CHICAGO AVE,NOT LEAD,NOT LEAD
1523 W NORTH AVE,NOT LEAD,NOT LEAD
1520 W WALTON ST,NOT LEAD,NOT LEAD
1300 N BOSWORTH AVE,NOT LEAD,NOT LEAD
1530 W FRY ST,NOT LEAD,NOT LEAD
1524 N BOSWORTH AVE,NOT LEAD,NOT LEAD
1517 N BOSWORTH AVE,NOT LEAD,NOT LEAD
1519 N BOSWORTH AVE,NOT LEAD,NOT LEAD
1447 N BOSWORTH AVE,NOT LEAD,NOT LEAD
1520 N BOSWORTH AVE,NOT LEAD,NOT LEAD
1251 N BOSWORTH AVE,NOT LEAD,NOT LEAD
1511 N BOSWORTH AVE,NOT LEAD,NOT LEAD
1237 N CLEAVER ST,NOT LEAD,NOT LEAD
1406 W OHIO ST,NOT LEAD,NOT LEAD
613 N NOBLE ST,NOT LEAD,NOT LEAD
1524 W WALTON ST,NOT LEAD,NOT LEAD
1431 W ERIE ST,NOT LEAD,NOT LEAD
1523 W SUPERIOR ST,NOT LEAD,NOT LEAD
1515 W HURON ST,NOT LEAD,NOT LEAD
1523 W HURON ST,NOT LEAD,NOT LEAD
W POTOMAC & N CLEAVER,NOT LEAD,NOT LEAD
W POTOMAC & N CLEAVER,NOT LEAD,NOT LEAD
517 35 N NOBLE ST,NOT LEAD,NOT LEAD
517 35 N NOBLE ST,NOT LEAD,NOT LEAD
1344 N DEAN ST,NOT LEAD,NOT LEAD
1344 N DEAN ST,NOT LEAD,NOT LEAD
1514 W CORTEZ ST,NOT LEAD,NOT LEAD
1332 W HUBBARD ST,NOT LEAD,NOT LEAD
2412 N WASHTENAW AVE,NOT LEAD,NOT LEAD
2845 W BELDEN AVE,NOT LEAD,NOT LEAD
1744 N WESTERN AVE,NOT LEAD,NOT LEAD
2517 W HOMER ST,NOT LEAD,NOT LEAD
2517 W HOMER ST,NOT LEAD,NOT LEAD
2103 N CAMPBELL AVE,NOT LEAD,NOT LEAD
1850 N FAIRFIELD AVE,NOT LEAD,NOT LEAD
2514 W CHARLESTON ST,NOT LEAD,NOT LEAD
2623 W ATTRILL ST,NOT LEAD,NOT LEAD
1729 N MAPLEWOOD AVE,NOT LEAD,NOT LEAD
2632 W MEDILL AVE,NOT LEAD,NOT LEAD
2623 W ATTRILL ST,NOT LEAD,NOT LEAD
2023 N MOZART ST,NOT LEAD,NOT LEAD
2421 N ROCKWELL ST,NOT LEAD,NOT LEAD
2511 N ARTESIAN AVE,NOT LEAD,NOT LEAD
2529 N SACRAMENTO AVE,NOT LEAD,NOT LEAD
3137 W LYNDALE ST,NOT LEAD,NOT LEAD
2061 N CAMPBELL AVE,NOT LEAD,NOT LEAD
2061 N CAMPBELL AVE,NOT LEAD,NOT LEAD
2517 W HOMER ST,NOT LEAD,NOT LEAD
2517 W HOMER ST,NOT LEAD,NOT LEAD
2529 N SACRAMENTO AVE,NOT LEAD,NOT LEAD
2547 W MOFFAT ST,NOT LEAD,NOT LEAD
2417 W CORTLAND ST,NOT LEAD,NOT LEAD
1617 N ARTESIAN AVE,NOT LEAD,NOT LEAD
2439 N TALMAN AVE,NOT LEAD,NOT LEAD
2047 N MOZART ST,NOT LEAD,NOT LEAD
2447 N TALMAN AVE,NOT LEAD,NOT LEAD
2425 W HOMER ST,NOT LEAD,NOT LEAD
2451 W CORTLAND ST,NOT LEAD,NOT LEAD
2170 N STAVE ST,NOT LEAD,NOT LEAD
2172 N STAVE ST,NOT LEAD,NOT LEAD
2340 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
2340 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
1980 N MILWAUKEE AVE,NOT LEAD,NOT LEAD
1980 N MILWAUKEE AVE,NOT LEAD,NOT LEAD
2845 W BELDEN AVE,NOT LEAD,NOT LEAD
1744 N WESTERN AVE,NOT LEAD,NOT LEAD
2546 W MOFFAT ST,NOT LEAD,NOT LEAD
1857 N FAIRFIELD AVE,NOT LEAD,NOT LEAD
2420 W CORTLAND ST,NOT LEAD,NOT LEAD
2143 N STAVE ST,NOT LEAD,NOT LEAD
2730 N FAIRFIELD AVE,NOT LEAD,NOT LEAD
2501 N ROCKWELL ST,NOT LEAD,NOT LEAD
2512 N ARTESIAN AVE,NOT LEAD,NOT LEAD
1729 N MAPLEWOOD AVE,NOT LEAD,NOT LEAD
2632 W HOMER ST,NOT LEAD,NOT LEAD
2416 W CHARLESTON ST,NOT LEAD,NOT LEAD
2511 N ARTESIAN AVE,NOT LEAD,NOT LEAD
2421 N ROCKWELL ST,NOT LEAD,NOT LEAD
2523 N CAMPBELL AVE,NOT LEAD,NOT LEAD
2632 W MEDILL AVE,NOT LEAD,NOT LEAD
2105 N STAVE ST,NOT LEAD,NOT LEAD
1821 N FAIRFIELD AVE,NOT LEAD,NOT LEAD
2214 N ROCKWELL ST,NOT LEAD,NOT LEAD
2129 31 N MOZART ST,NOT LEAD,NOT LEAD
2053 87 N MILWAUKEE AVE,NOT LEAD,NOT LEAD
2053 87 N MILWAUKEE AVE,NOT LEAD,NOT LEAD
2236 N ROCKWELL ST,NOT LEAD,NOT LEAD
2420 W CORTLAND ST,NOT LEAD,NOT LEAD
2546 W MOFFAT ST,NOT LEAD,NOT LEAD
2547 W MOFFAT ST,NOT LEAD,NOT LEAD
2417 W CORTLAND ST,NOT LEAD,NOT LEAD
2451 W CORTLAND ST,NOT LEAD,NOT LEAD
1821 N FAIRFIELD AVE,NOT LEAD,NOT LEAD
1857 N FAIRFIELD AVE,NOT LEAD,NOT LEAD
2514 W CHARLESTON ST,NOT LEAD,NOT LEAD
2103 N CAMPBELL AVE,NOT LEAD,NOT LEAD
2416 W CHARLESTON ST,NOT LEAD,NOT LEAD
2214 N ROCKWELL ST,NOT LEAD,NOT LEAD
2105 N STAVE ST,NOT LEAD,NOT LEAD
2143 N STAVE ST,NOT LEAD,NOT LEAD
2170 N STAVE ST,NOT LEAD,NOT LEAD
2172 N STAVE ST,NOT LEAD,NOT LEAD
2730 N FAIRFIELD AVE,NOT LEAD,NOT LEAD
2501 N ROCKWELL ST,NOT LEAD,NOT LEAD
2523 N CAMPBELL AVE,NOT LEAD,NOT LEAD
2512 N ARTESIAN AVE,NOT LEAD,NOT LEAD
2439 N TALMAN AVE,NOT LEAD,NOT LEAD
2447 N TALMAN AVE,NOT LEAD,NOT LEAD
2781 W HENRY CT,NOT LEAD,NOT LEAD
2112 14 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
2023 N MOZART ST,NOT LEAD,NOT LEAD
2781 W HENRY CT,NOT LEAD,NOT LEAD
3137 W LYNDALE ST,NOT LEAD,NOT LEAD
2425 W HOMER ST,NOT LEAD,NOT LEAD
2632 W HOMER ST,NOT LEAD,NOT LEAD
2112 14 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
1632 W OHIO ST,NOT LEAD,NOT LEAD
543 N WOOD ST,NOT LEAD,NOT LEAD
1224 N WOOD ST,NOT LEAD,NOT LEAD
613 N NOBLE ST,NOT LEAD,NOT LEAD
1515 W HURON ST,NOT LEAD,NOT LEAD
1530 W FRY ST,NOT LEAD,NOT LEAD
1060 N PAULINA ST,NOT LEAD,NOT LEAD
1031 N WOLCOTT AVE,NOT LEAD,NOT LEAD
1652 W HURON ST,NOT LEAD,NOT LEAD
1632 W OHIO ST,NOT LEAD,NOT LEAD
543 N WOOD ST,NOT LEAD,NOT LEAD
1517 N BOSWORTH AVE,NOT LEAD,NOT LEAD
1621 W PIERCE AVE,NOT LEAD,NOT LEAD
1637 W PIERCE AVE,NOT LEAD,NOT LEAD
1435 N ELK GROVE AVE,NOT LEAD,NOT LEAD
1434 N ELK GROVE AVE,NOT LEAD,NOT LEAD
1321 N BELL AVE,NOT LEAD,NOT LEAD
1437 N ARTESIAN AVE,NOT LEAD,NOT LEAD
1519 N BOSWORTH AVE,NOT LEAD,NOT LEAD
1224 N WOOD ST,NOT LEAD,NOT LEAD
1523 N CLAREMONT AVE,NOT LEAD,NOT LEAD
1039 N WINCHESTER AVE,NOT LEAD,NOT LEAD
1640 W DIVISION ST,NOT LEAD,NOT LEAD
1640 W DIVISION ST,NOT LEAD,NOT LEAD
1909 W NORTH AVE,NOT LEAD,NOT LEAD
1060 N PAULINA ST,NOT LEAD,NOT LEAD
1533 N CAMPBELL AVE,NOT LEAD,NOT LEAD
1735 W LE MOYNE ST,NOT LEAD,NOT LEAD
1740 W AUGUSTA BLVD,NOT LEAD,NOT LEAD
1717 W NORTH AVE,NOT LEAD,NOT LEAD
1621 W PIERCE AVE,NOT LEAD,NOT LEAD
1637 W LE MOYNE ST,NOT LEAD,NOT LEAD
1119 N WOOD ST,NOT LEAD,NOT LEAD
1014 N HONORE ST,NOT LEAD,NOT LEAD
820 N PAULINA ST,NOT LEAD,NOT LEAD
1101 N HERMITAGE AVE,NOT LEAD,NOT LEAD
1734 W LE MOYNE ST,NOT LEAD,NOT LEAD
849 N PAULINA ST,NOT LEAD,NOT LEAD
853 N PAULINA ST,NOT LEAD,NOT LEAD
1437 N ARTESIAN AVE,NOT LEAD,NOT LEAD
1019 N HONORE ST,NOT LEAD,NOT LEAD
1525 N CAMPBELL AVE,NOT LEAD,NOT LEAD
1056 N PAULINA ST,NOT LEAD,NOT LEAD
1720 W LE MOYNE ST,NOT LEAD,NOT LEAD
1652 W HURON ST,NOT LEAD,NOT LEAD
1850 W THOMAS ST,NOT LEAD,NOT LEAD
875 N PAULINA ST,NOT LEAD,NOT LEAD
1718 W OHIO ST,NOT LEAD,NOT LEAD
1708 W ERIE ST,NOT LEAD,NOT LEAD
1627 W HURON ST,NOT LEAD,NOT LEAD
1031 N WOLCOTT AVE,NOT LEAD,NOT LEAD
527 N WOOD ST,NOT LEAD,NOT LEAD
527 N HARTLAND CT,NOT LEAD,NOT LEAD
2251 W CORTEZ ST,NOT LEAD,NOT LEAD
1523 N MAPLEWOOD AVE,NOT LEAD,NOT LEAD
1434 N ELK GROVE AVE,NOT LEAD,NOT LEAD
1525 N MAPLEWOOD AVE,NOT LEAD,NOT LEAD
1637 W PIERCE AVE,NOT LEAD,NOT LEAD
1435 N ELK GROVE AVE,NOT LEAD,NOT LEAD
1321 N BELL AVE,NOT LEAD,NOT LEAD
1220 N DAMEN AVE,NOT LEAD,NOT LEAD
1400 32 N DAMEN AVE,NOT LEAD,NOT LEAD
1400 32 N DAMEN AVE,NOT LEAD,NOT LEAD
2020 W SCHILLER ST,NOT LEAD,NOT LEAD
2020 W SCHILLER ST,NOT LEAD,NOT LEAD
1401 N DAMEN AVE,NOT LEAD,NOT LEAD
1433 N CLAREMONT AVE,NOT LEAD,NOT LEAD
1433 N CLAREMONT AVE,NOT LEAD,NOT LEAD
1120 N LEAVITT ST,NOT LEAD,NOT LEAD
1120 N LEAVITT ST,NOT LEAD,NOT LEAD
1332 W HUBBARD ST,NOT LEAD,NOT LEAD
1523 W HURON ST,NOT LEAD,NOT LEAD
1514 W CORTEZ ST,NOT LEAD,NOT LEAD
1520 W WALTON ST,NOT LEAD,NOT LEAD
1524 W WALTON ST,NOT LEAD,NOT LEAD
1101 N HERMITAGE AVE,NOT LEAD,NOT LEAD
1119 N WOOD ST,NOT LEAD,NOT LEAD
1056 N PAULINA ST,NOT LEAD,NOT LEAD
1740 W AUGUSTA BLVD,NOT LEAD,NOT LEAD
853 N PAULINA ST,NOT LEAD,NOT LEAD
875 N PAULINA ST,NOT LEAD,NOT LEAD
820 N PAULINA ST,NOT LEAD,NOT LEAD
1850 W THOMAS ST,NOT LEAD,NOT LEAD
1039 N WINCHESTER AVE,NOT LEAD,NOT LEAD
1014 N HONORE ST,NOT LEAD,NOT LEAD
1019 N HONORE ST,NOT LEAD,NOT LEAD
1708 W ERIE ST,NOT LEAD,NOT LEAD
1627 W HURON ST,NOT LEAD,NOT LEAD
527 N WOOD ST,NOT LEAD,NOT LEAD
1718 W OHIO ST,NOT LEAD,NOT LEAD
1520 N BOSWORTH AVE,NOT LEAD,NOT LEAD
1524 N BOSWORTH AVE,NOT LEAD,NOT LEAD
1447 N BOSWORTH AVE,NOT LEAD,NOT LEAD
1237 N CLEAVER ST,NOT LEAD,NOT LEAD
1717 W NORTH AVE,NOT LEAD,NOT LEAD
1720 W LE MOYNE ST,NOT LEAD,NOT LEAD
1735 W LE MOYNE ST,NOT LEAD,NOT LEAD
1909 W NORTH AVE,NOT LEAD,NOT LEAD
1917 W POTOMAC AVE,NOT LEAD,NOT LEAD
1523 N CLAREMONT AVE,NOT LEAD,NOT LEAD
1533 N CAMPBELL AVE,NOT LEAD,NOT LEAD
1531 N CAMPBELL AVE,NOT LEAD,NOT LEAD
1525 N CAMPBELL AVE,NOT LEAD,NOT LEAD
1525 N MAPLEWOOD AVE,NOT LEAD,NOT LEAD
1523 N MAPLEWOOD AVE,NOT LEAD,NOT LEAD
849 N PAULINA ST,NOT LEAD,NOT LEAD
1406 W OHIO ST,NOT LEAD,NOT LEAD
1531 N CAMPBELL AVE,NOT LEAD,NOT LEAD
1917 W POTOMAC AVE,NOT LEAD,NOT LEAD
851 N WOOD ST,NOT LEAD,NOT LEAD
1523 W SUPERIOR ST,NOT LEAD,NOT LEAD
1526 W CHICAGO AVE,NOT LEAD,NOT LEAD
1431 W ERIE ST,NOT LEAD,NOT LEAD
2251 W CORTEZ ST,NOT LEAD,NOT LEAD
851 N WOOD ST,NOT LEAD,NOT LEAD
2455 N SHEFFIELD AVE,NOT LEAD,NOT LEAD
700 W FULLERTON AVE,NOT LEAD,NOT LEAD
2350 N ORCHARD ST,NOT LEAD,NOT LEAD
2100 N HALSTED ST,NOT LEAD,NOT LEAD
1929 33 N HALSTED ST,NOT LEAD,NOT LEAD
2300 N LINCOLN PARK WEST,NOT LEAD,NOT LEAD
2100 N DAYTON ST,NOT LEAD,NOT LEAD
2659 N DAYTON ST,NOT LEAD,NOT LEAD
