Address,Private Service Line Material,Public Service Line Material
1715 67 N KOLMAR AVE,NOT LEAD,NOT LEAD
1631 57 N KOSTNER AVE,NOT LEAD,NOT LEAD
4917 27 W ARMITAGE AVE,NOT LEAD,NOT LEAD
4904 26 W GRAND AVE,NOT LEAD,NOT LEAD
6151 W DIVERSEY AVE,NOT LEAD,NOT LEAD
2100 08 N MAJOR AVE,NOT LEAD,NOT LEAD
5835 39 W FULLERTON AVE,NOT LEAD,NOT LEAD
4221 23 W NORTH AVE,NOT LEAD,NOT LEAD
6009 15 W GRAND AVE,NOT LEAD,NOT LEAD
4312 W NORTH AVE,NOT LEAD,NOT LEAD
6352 58 W GRAND AVE,NOT LEAD,NOT LEAD
2710 N NARRAGANSETT AVE,NOT LEAD,NOT LEAD
2730 N NARRAGANSETT AVE,NOT LEAD,NOT LEAD
6001 W GRAND AVE,NOT LEAD,NOT LEAD
4346 W NORTH AVE,NOT LEAD,NOT LEAD
6416 22 W MCLEAN AVE,NOT LEAD,NOT LEAD
2254 56 N NARRAGANSETT AVE,NOT LEAD,NOT LEAD
4859 W HOMER ST,NOT LEAD,NOT LEAD
1941 N LECLAIRE AVE,NOT LEAD,NOT LEAD
2134 N MENARD AVE,NOT LEAD,NOT LEAD
5260 W GRAND AVE,NOT LEAD,NOT LEAD
2200 50 N LATROBE AVE,NOT LEAD,NOT LEAD
2253 N MCVICKER AVE,NOT LEAD,NOT LEAD
2327 N LONG AVE,NOT LEAD,NOT LEAD
4631 39 W CORTLAND ST,NOT LEAD,NOT LEAD
4700 12 W GRAND AVE,NOT LEAD,NOT LEAD
2013 25 N MAJOR AVE,NOT LEAD,NOT LEAD
2300 00 N CENTRAL AVE,NOT LEAD,NOT LEAD
6336 W GRAND AVE,NOT LEAD,NOT LEAD
2100 N LONG AVE,NOT LEAD,NOT LEAD
5501 59 W FULLERTON AVE,NOT LEAD,NOT LEAD
5421 W FULLERTON AVE,NOT LEAD,NOT LEAD
1851 N CICERO AVE,NOT LEAD,NOT LEAD
2843 47 N NATOMA AVE,NOT LEAD,NOT LEAD
2849 51 N NATOMA AVE,NOT LEAD,NOT LEAD
2835 39 N NATOMA AVE,NOT LEAD,NOT LEAD
2829 N NATOMA AVE,NOT LEAD,NOT LEAD
3207 N NARRAGANSETT AVE,NOT LEAD,NOT LEAD
2839 N RUTHERFORD AVE,NOT LEAD,NOT LEAD
3219 N NAGLE AVE,NOT LEAD,NOT LEAD
2828 N OAK PARK AVE,NOT LEAD,NOT LEAD
6611 21 W GEORGE ST,NOT LEAD,NOT LEAD
6809 W BELMONT AVE,NOT LEAD,NOT LEAD
2828 N OAK PARK AVE,NOT LEAD,NOT LEAD
3012 N NASHVILLE AVE UNIT,NOT LEAD,NOT LEAD
3014 N NASHVILLE AVE UNIT B,NOT LEAD,NOT LEAD
3016 N NASHVILLE AVE UNIT,NOT LEAD,NOT LEAD
3020 N NASHVILLE AVE UNIT,NOT LEAD,NOT LEAD
3022 N NASHVILLE AVE UNIT,NOT LEAD,NOT LEAD
3040 N NASHVILLE AVE UNIT,NOT LEAD,NOT LEAD
3042 N NASHVILLE AVE UNIT,NOT LEAD,NOT LEAD
2931 N NATOMA AVE UNIT 1,NOT LEAD,NOT LEAD
2931 N NATOMA AVE UNIT 2,NOT LEAD,NOT LEAD
2931 N NATOMA AVE UNIT 3,NOT LEAD,NOT LEAD
2931 N NATOMA AVE UNIT 4,NOT LEAD,NOT LEAD
2931 N NATOMA AVE UNIT 5,NOT LEAD,NOT LEAD
2931 N NATOMA AVE UNIT 6,NOT LEAD,NOT LEAD
2931 N NATOMA AVE UNIT 7,NOT LEAD,NOT LEAD
2931 N NATOMA AVE UNIT 8,NOT LEAD,NOT LEAD
2931 N NATOMA AVE UNIT 9,NOT LEAD,NOT LEAD
2931 N NATOMA AVE UNIT 10,NOT LEAD,NOT LEAD
2931 N NATOMA AVE UNIT 11,NOT LEAD,NOT LEAD
2935 N NATOMA AVE THOUSE 1,NOT LEAD,NOT LEAD
2935 N NATOMA AVE THOUSE 2,NOT LEAD,NOT LEAD
2935 N NATOMA AVE THOUSE 3,NOT LEAD,NOT LEAD
2935 N NATOMA AVE THOUSE 4,NOT LEAD,NOT LEAD
2935 N NATOMA AVE THOUSE 5,NOT LEAD,NOT LEAD
2935 N NATOMA AVE THOUSE 6,NOT LEAD,NOT LEAD
2935 N NATOMA AVE THOUSE 7,NOT LEAD,NOT LEAD
2935 N NATOMA AVE THOUSE 8,NOT LEAD,NOT LEAD
2935 N NATOMA AVE THOUSE 9,NOT LEAD,NOT LEAD
2935 N NATOMA AVE THOUSE 10,NOT LEAD,NOT LEAD
2935 N NATOMA AVE THOUSE 11,NOT LEAD,NOT LEAD
2919 N NATOMA AVE THOUSE 1,NOT LEAD,NOT LEAD
2919 N NATOMA AVE THOUSE 2,NOT LEAD,NOT LEAD
2919 N NATOMA AVE THOUSE 3,NOT LEAD,NOT LEAD
2919 N NATOMA AVE THOUSE 4,NOT LEAD,NOT LEAD
2919 N NATOMA AVE THOUSE 5,NOT LEAD,NOT LEAD
2919 N NATOMA AVE THOUSE 6,NOT LEAD,NOT LEAD
2919 N NATOMA AVE THOUSE 7,NOT LEAD,NOT LEAD
2919 N NATOMA AVE THOUSE 8,NOT LEAD,NOT LEAD
2919 N NATOMA AVE THOUSE 9,NOT LEAD,NOT LEAD
2919 N NATOMA AVE THOUSE 10,NOT LEAD,NOT LEAD
2919 N NATOMA AVE THOUSE 11,NOT LEAD,NOT LEAD
2923 N NATOMA AVE THOUSE 1,NOT LEAD,NOT LEAD
2923 N NATOMA AVE THOUSE 2,NOT LEAD,NOT LEAD
2923 N NATOMA AVE THOUSE 3,NOT LEAD,NOT LEAD
2923 N NATOMA AVE THOUSE 4,NOT LEAD,NOT LEAD
2923 N NATOMA AVE THOUSE 5,NOT LEAD,NOT LEAD
2923 N NATOMA AVE THOUSE 6,NOT LEAD,NOT LEAD
2923 N NATOMA AVE THOUSE 7,NOT LEAD,NOT LEAD
2923 N NATOMA AVE THOUSE 8,NOT LEAD,NOT LEAD
2923 N NATOMA AVE THOUSE 9,NOT LEAD,NOT LEAD
2923 N NATOMA AVE THOUSE 10,NOT LEAD,NOT LEAD
2923 N NATOMA AVE THOUSE 11,NOT LEAD,NOT LEAD
2929 N RUTHERFORD AVE,NOT LEAD,NOT LEAD
2931 N RUTHERFORD AVE,NOT LEAD,NOT LEAD
6952 W GEORGE ST UNIT REARHS,NOT LEAD,NOT LEAD
3018 N NASHVILLE AVE UNIT,NOT LEAD,NOT LEAD
3036 N NASHVILLE AVE UNIT,NOT LEAD,NOT LEAD
3038 N NASHVILLE AVE UNIT,NOT LEAD,NOT LEAD
3046 N NASHVILLE AVE UNIT,NOT LEAD,NOT LEAD
3044 N NASHVILLE AVE UNIT,NOT LEAD,NOT LEAD
3020 N OAK PARK AVE,NOT LEAD,NOT LEAD
3100 N NARRAGANSETT AVE,NOT LEAD,NOT LEAD
2845 N NEWCASTLE AVE,NOT LEAD,NOT LEAD
2852 N OAK PARK AVE,NOT LEAD,NOT LEAD
6948 W GRAND AVE,NOT LEAD,NOT LEAD
2025 N NATCHEZ AVE,NOT LEAD,NOT LEAD
2033 N NATCHEZ AVE,NOT LEAD,NOT LEAD
2135 N NATCHEZ AVE,NOT LEAD,NOT LEAD
2621 N NORMANDY AVE UNIT S.F.,NOT LEAD,NOT LEAD
2621 N NORMANDY AVE UNIT L.F.,NOT LEAD,NOT LEAD
6600 W FULLERTON AVE UNIT M.F,NOT LEAD,NOT LEAD
6600 W FULLERTON AVE UNIT S.F,NOT LEAD,NOT LEAD
6600 W FULLERTON AVE UNIT L.F,NOT LEAD,NOT LEAD
6410-20 W FULLERTON AVE UNIT S.F,NOT LEAD,NOT LEAD
6410-20 W FULLERTON AVE UNIT L.F,NOT LEAD,NOT LEAD
6632 1/2 W GRAND AVE,NOT LEAD,NOT LEAD
2370 N NEWCASTLE AVE,NOT LEAD,NOT LEAD
6906 12 W MEDILL AVE,NOT LEAD,NOT LEAD
6801 35 W GRAND AVE,NOT LEAD,NOT LEAD
6622 W FULLERTON AVE,NOT LEAD,NOT LEAD
6451 W DIVERSEY AVE,NOT LEAD,NOT LEAD
2312 N NAGLE AVE UNIT 4,NOT LEAD,NOT LEAD
2300 N NAGLE AVE UNIT 4,NOT LEAD,NOT LEAD
2300 N NAGLE AVE UNIT 3,NOT LEAD,NOT LEAD
2300 N NAGLE AVE UNIT 2,NOT LEAD,NOT LEAD
2300 N NAGLE AVE UNIT 1,NOT LEAD,NOT LEAD
2306 N NAGLE AVE UNIT 1,NOT LEAD,NOT LEAD
2306 N NAGLE AVE UNIT 4,NOT LEAD,NOT LEAD
2312 N NAGLE AVE UNIT 1,NOT LEAD,NOT LEAD
2312 N NAGLE AVE UNIT 2,NOT LEAD,NOT LEAD
6602 W DIVERSEY AVE,NOT LEAD,NOT LEAD
2329 N NATCHEZ AVE,NOT LEAD,NOT LEAD
2312 N NAGLE AVE UNIT 3,NOT LEAD,NOT LEAD
2306 N NAGLE AVE UNIT 2,NOT LEAD,NOT LEAD
2306 N NAGLE AVE UNIT 3,NOT LEAD,NOT LEAD
6633 55 W DIVERSEY AVE,NOT LEAD,NOT LEAD
2709 17 N NORMANDY AVE,NOT LEAD,NOT LEAD
2455 57 N SAYRE AVE,NOT LEAD,NOT LEAD
3707 09 W GRAND AVE,NOT LEAD,NOT LEAD
3208 20 W GRAND AVE,NOT LEAD,NOT LEAD
3515 W GRAND AVE,NOT LEAD,NOT LEAD
1355 N HAMLIN AVE,NOT LEAD,NOT LEAD
6410-20 W FULLERTON AVE UNIT M.F,NOT LEAD,NOT LEAD
943 N KEDZIE AVE,NOT LEAD,NOT LEAD
4319 W GRAND AVE,NOT LEAD,NOT LEAD
4341 45 W GRAND AVE,NOT LEAD,NOT LEAD
4139 59 W GRAND AVE,NOT LEAD,NOT LEAD
4122 26 W GRAND AVE,NOT LEAD,NOT LEAD
4016 W GRAND AVE,NOT LEAD,NOT LEAD
4110 18 W GRAND AVE,NOT LEAD,NOT LEAD
3701 05 W GRAND AVE,NOT LEAD,NOT LEAD
1437 55 N PULASKI RD,NOT LEAD,NOT LEAD
3689 91 W GRAND AVE,NOT LEAD,NOT LEAD
1345 N PULASKI RD,NOT LEAD,NOT LEAD
4015 W HIRSCH ST,NOT LEAD,NOT LEAD
1152 N MONTICELLO AVE,NOT LEAD,NOT LEAD
1226 N LAWNDALE AVE UNIT A,NOT LEAD,NOT LEAD
1228 N LAWNDALE AVE UNIT B,NOT LEAD,NOT LEAD
1230 N LAWNDALE AVE UNIT C,NOT LEAD,NOT LEAD
1232 N LAWNDALE AVE UNIT D,NOT LEAD,NOT LEAD
1232 N LAWNDALE AVE UNIT E,NOT LEAD,NOT LEAD
1236 N LAWNDALE AVE UNIT F,NOT LEAD,NOT LEAD
1238 N LAWNDALE AVE UNIT G,NOT LEAD,NOT LEAD
1004 N ST LOUIS AVE,NOT LEAD,NOT LEAD
1344 N RIDGEWAY AVE,NOT LEAD,NOT LEAD
1511 13 N KEDVALE AVE,NOT LEAD,NOT LEAD
3412 W AUGUSTA BLVD,NOT LEAD,NOT LEAD
W OHIO & GRAND AVE,NOT LEAD,NOT LEAD
3439 41 W GRAND AVE,NOT LEAD,NOT LEAD
3345 69 W GRAND AVE,NOT LEAD,NOT LEAD
4133 W HIRSCH ST,NOT LEAD,NOT LEAD
4866 N CLARK ST,NOT LEAD,NOT LEAD
4601 N RAVENSWOOD AVE,NOT LEAD,NOT LEAD
1472 W WINONA ST,NOT LEAD,NOT LEAD
4551 N RAVENSWOOD AVE,NOT LEAD,NOT LEAD
5015 23 N CLARK ST,NOT LEAD,NOT LEAD
1214 W CARMEN AVE,NOT LEAD,NOT LEAD
1525 W WILSON AVE,NOT LEAD,NOT LEAD
4601 09 N PAULINA ST,NOT LEAD,NOT LEAD
4835 37 N ASHLAND AVE,NOT LEAD,NOT LEAD
5020 28 N HERMITAGE AVE,NOT LEAD,NOT LEAD
4651 57 N WOLCOTT AVE,NOT LEAD,NOT LEAD
4615 27 N ASHLAND AVE,NOT LEAD,NOT LEAD
1505 51/2 W AINSLIE ST,NOT LEAD,NOT LEAD
1502 1/2 W LELAND AVE,NOT LEAD,NOT LEAD
1532 W LAWRENCE AVE,NOT LEAD,NOT LEAD
4424 1/2 N RAVENSWOOD AVE,NOT LEAD,NOT LEAD
4859 N ASHLAND AVE,NOT LEAD,NOT LEAD
1355 W WINNEMAC AVE,NOT LEAD,NOT LEAD
4430 N HERMITAGE AVE,NOT LEAD,NOT LEAD
4523 N HERMITAGE AVE,NOT LEAD,NOT LEAD
4728 N HERMITAGE AVE,NOT LEAD,NOT LEAD
4724 N HERMITAGE AVE,NOT LEAD,NOT LEAD
4640 N HERMITAGE AVE,NOT LEAD,NOT LEAD
4642 N HERMITAGE AVE,NOT LEAD,NOT LEAD
4634 N PAULINA ST,NOT LEAD,NOT LEAD
1321 23 W WINNEMAC AVE,NOT LEAD,NOT LEAD
4427 N GREENVIEW AVE UNIT D,NOT LEAD,NOT LEAD
4427 N GREENVIEW AVE UNIT C,NOT LEAD,NOT LEAD
4427 N GREENVIEW AVE UNIT B,NOT LEAD,NOT LEAD
1947 49 W LELAND AVE,NOT LEAD,NOT LEAD
4554 N PAULINA ST UNIT 6,NOT LEAD,NOT LEAD
4555 N HERMITAGE AVE UNIT 2,NOT LEAD,NOT LEAD
4555 N HERMITAGE AVE UNIT 3,NOT LEAD,NOT LEAD
4555 N HERMITAGE AVE UNIT 4,NOT LEAD,NOT LEAD
4554 N PAULINA ST UNIT 7,NOT LEAD,NOT LEAD
4554 N PAULINA ST UNIT 8,NOT LEAD,NOT LEAD
1900 32 W LAWRENCE AVE,NOT LEAD,NOT LEAD
4545 47 N RAVENSWOOD AVE,NOT LEAD,NOT LEAD
1628 30 W SUNNYSIDE AVE,NOT LEAD,NOT LEAD
4501 27 N WINCHESTER AVE,NOT LEAD,NOT LEAD
4501 27 N WINCHESTER AVE,NOT LEAD,NOT LEAD
4643 N ASHLAND AVE,NOT LEAD,NOT LEAD
5040 N BROADWAY,NOT LEAD,NOT LEAD
5012 N BROADWAY,NOT LEAD,NOT LEAD
1315 17 W WINNEMAC AVE,NOT LEAD,NOT LEAD
1966 72 W LAWRENCE AVE,NOT LEAD,NOT LEAD
4801 27 N RAVENSWOOD AVE,NOT LEAD,NOT LEAD
1626 W LAWRENCE AVE,NOT LEAD,NOT LEAD
1523 31 W LAWRENCE AVE,NOT LEAD,NOT LEAD
4400 12 N WINCHESTER AVE,NOT LEAD,NOT LEAD
4455 57 N RAVENSWOOD AVE,NOT LEAD,NOT LEAD
4541 43 N RAVENSWOOD AVE,NOT LEAD,NOT LEAD
4400 10 N ASHLAND AVE,NOT LEAD,NOT LEAD
4551 57 N PAULINA ST,NOT LEAD,NOT LEAD
1959 71 W WILSON AVE,NOT LEAD,NOT LEAD
1256 58 W WINONA ST,NOT LEAD,NOT LEAD
1262 64 W WINONA ST,NOT LEAD,NOT LEAD
1228 34 W WINONA ST,NOT LEAD,NOT LEAD
1340 W ARGYLE ST,NOT LEAD,NOT LEAD
1348 54 W ARGYLE ST,NOT LEAD,NOT LEAD
4876 84 N MAGNOLIA AVE,NOT LEAD,NOT LEAD
1434 42 W CARMEN AVE,NOT LEAD,NOT LEAD
5001 09 N ASHLAND AVE,NOT LEAD,NOT LEAD
1407 13 W ARGYLE ST,NOT LEAD,NOT LEAD
1448 54 W ARGYLE ST,NOT LEAD,NOT LEAD
4906 18 N GLENWOOD AVE,NOT LEAD,NOT LEAD
4927 N GLENWOOD AVE,NOT LEAD,NOT LEAD
4845 49 N WOLCOTT AVE,NOT LEAD,NOT LEAD
5017 23 N WOLCOTT AVE,NOT LEAD,NOT LEAD
4814 16 N HERMITAGE AVE,NOT LEAD,NOT LEAD
4863 65 N HERMITAGE AVE,NOT LEAD,NOT LEAD
5027 29 N HERMITAGE AVE,NOT LEAD,NOT LEAD
4810 12 N PAULINA ST,NOT LEAD,NOT LEAD
4840 42 N ASHLAND AVE,NOT LEAD,NOT LEAD
4451 57 N ASHLAND AVE,NOT LEAD,NOT LEAD
4407 15 N GREENVIEW AVE,NOT LEAD,NOT LEAD
4435 43 N GREENVIEW AVE,NOT LEAD,NOT LEAD
4600 16 N WINCHESTER AVE,NOT LEAD,NOT LEAD
4625 37 N WINCHESTER AVE,NOT LEAD,NOT LEAD
4646 56 N WINCHESTER AVE,NOT LEAD,NOT LEAD
4757 59 N PAULINA ST,NOT LEAD,NOT LEAD
4600 06 N ASHLAND AVE,NOT LEAD,NOT LEAD
4612 14 N PAULINA ST,NOT LEAD,NOT LEAD
4611 17 N PAULINA ST,NOT LEAD,NOT LEAD
4639 41 N PAULINA ST,NOT LEAD,NOT LEAD
4428 36 N ASHLAND AVE,NOT LEAD,NOT LEAD
4440 48 N ASHLAND AVE,NOT LEAD,NOT LEAD
4500 06 N ASHLAND AVE,NOT LEAD,NOT LEAD
4510 18 N ASHLAND AVE,NOT LEAD,NOT LEAD
4556 N ASHLAND AVE,NOT LEAD,NOT LEAD
4500 06 N PAULINA ST,NOT LEAD,NOT LEAD
4510 18 N PAULINA ST,NOT LEAD,NOT LEAD
4531 37 N PAULINA ST,NOT LEAD,NOT LEAD
1807 W WINNEMAC AVE UNIT C,NOT LEAD,NOT LEAD
1801 19 W ARGYLE ST,NOT LEAD,NOT LEAD
1801 19 W ARGYLE ST,NOT LEAD,NOT LEAD
4400 N HERMITAGE AVE,NOT LEAD,NOT LEAD
1310 W CARMEN AVE UNIT 1,NOT LEAD,NOT LEAD
4890 N ASHLAND AVE,NOT LEAD,NOT LEAD
4646 1/2 N GREENVIEW AVE,NOT LEAD,NOT LEAD
5111 19 N CLARK ST,NOT LEAD,NOT LEAD
5055 57 N CLARK ST,NOT LEAD,NOT LEAD
5051 53 N CLARK ST,NOT LEAD,NOT LEAD
1611 15 W LAWRENCE AVE,NOT LEAD,NOT LEAD
4418 24 N CLARK ST,NOT LEAD,NOT LEAD
4651 N GREENVIEW AVE,NOT LEAD,NOT LEAD
4401 N GREENVIEW AVE,NOT LEAD,NOT LEAD
4806 N MAGNOLIA AVE,NOT LEAD,NOT LEAD
4736 N RAVENSWOOD AVE,NOT LEAD,NOT LEAD
1713 15 W LELAND AVE,NOT LEAD,NOT LEAD
4836 N CLARK ST,NOT LEAD,NOT LEAD
4836 N CLARK ST,NOT LEAD,NOT LEAD
4836 N CLARK ST,NOT LEAD,NOT LEAD
1218 20 W CARMEN AVE,NOT LEAD,NOT LEAD
1501 09 W SUNNYSIDE AVE,NOT LEAD,NOT LEAD
5130 N BROADWAY,NOT LEAD,NOT LEAD
4440 50 N CLARK ST,NOT LEAD,NOT LEAD
4806 N CLARK ST,NOT LEAD,NOT LEAD
4753 N ASHLAND AVE,NOT LEAD,NOT LEAD
1772 W AINSLIE ST UNIT,NOT LEAD,NOT LEAD
1762 W AINSLIE ST UNIT,NOT LEAD,NOT LEAD
1770 W AINSLIE ST UNIT,NOT LEAD,NOT LEAD
1764 W AINSLIE ST UNIT,NOT LEAD,NOT LEAD
1766 W AINSLIE ST UNIT,NOT LEAD,NOT LEAD
1768 W AINSLIE ST UNIT,NOT LEAD,NOT LEAD
1807 W WINNEMAC AVE UNIT D,NOT LEAD,NOT LEAD
1807 W WINNEMAC AVE UNIT E,NOT LEAD,NOT LEAD
1807 W WINNEMAC AVE UNIT B,NOT LEAD,NOT LEAD
1807 W WINNEMAC AVE UNIT G,NOT LEAD,NOT LEAD
1807 W WINNEMAC AVE UNIT H,NOT LEAD,NOT LEAD
1807 W WINNEMAC AVE UNIT I,NOT LEAD,NOT LEAD
1801 W WINNEMAC AVE UNIT B,NOT LEAD,NOT LEAD
1801 W WINNEMAC AVE UNIT C,NOT LEAD,NOT LEAD
1801 W WINNEMAC AVE UNIT F,NOT LEAD,NOT LEAD
1801 W WINNEMAC AVE UNIT G,NOT LEAD,NOT LEAD
1801 W WINNEMAC AVE UNIT D,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT L,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT M,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT N,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT O,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT K,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT G,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT H,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT D,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT B,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT C,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT E,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT F,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT I,NOT LEAD,NOT LEAD
1806 W ARGYLE ST UNIT A,NOT LEAD,NOT LEAD
1806 W ARGYLE ST UNIT B,NOT LEAD,NOT LEAD
1806 W ARGYLE ST UNIT C,NOT LEAD,NOT LEAD
1806 W ARGYLE ST UNIT D,NOT LEAD,NOT LEAD
1806 W ARGYLE ST UNIT E,NOT LEAD,NOT LEAD
1806 W ARGYLE ST UNIT F,NOT LEAD,NOT LEAD
1806 W ARGYLE ST UNIT G,NOT LEAD,NOT LEAD
1806 W ARGYLE ST UNIT I,NOT LEAD,NOT LEAD
5003 N RAVENSWOOD AVE UNIT 2,NOT LEAD,NOT LEAD
5003 N RAVENSWOOD AVE UNIT 3,NOT LEAD,NOT LEAD
5003 N RAVENSWOOD AVE UNIT 4,NOT LEAD,NOT LEAD
5003 N RAVENSWOOD AVE UNIT 1,NOT LEAD,NOT LEAD
5003 N RAVENSWOOD AVE UNIT 6,NOT LEAD,NOT LEAD
4917 N RAVENSWOOD AVE UNIT 9,NOT LEAD,NOT LEAD
4917 N RAVENSWOOD AVE UNIT 13,NOT LEAD,NOT LEAD
4917 N RAVENSWOOD AVE UNIT 15,NOT LEAD,NOT LEAD
4917 N RAVENSWOOD AVE UNIT 16,NOT LEAD,NOT LEAD
4917 N RAVENSWOOD AVE UNIT 10,NOT LEAD,NOT LEAD
4917 N RAVENSWOOD AVE UNIT 11,NOT LEAD,NOT LEAD
4917 N RAVENSWOOD AVE UNIT 12,NOT LEAD,NOT LEAD
1774 W AINSLIE ST UNIT,NOT LEAD,NOT LEAD
1830 W SUNNYSIDE AVE UNIT,NOT LEAD,NOT LEAD
4505 N WOLCOTT AVE UNIT,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 28,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 29,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 27,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 26,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 25,NOT LEAD,NOT LEAD
4630 N GREENVIEW AVE UNIT 31,NOT LEAD,NOT LEAD
4628 N GREENVIEW AVE UNIT 30,NOT LEAD,NOT LEAD
4638 N GREENVIEW AVE UNIT 35,NOT LEAD,NOT LEAD
4600 02 N PAULINA ST,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 1,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 5,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 4,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 3,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 2,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 6,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 7,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 8,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 9,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 10,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 11,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 12,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 13,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 14,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 15,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 16,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 17,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 18,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 19,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 20,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 21,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 22,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 23,NOT LEAD,NOT LEAD
4646 N GREENVIEW AVE UNIT 24,NOT LEAD,NOT LEAD
4443 N HERMITAGE AVE,NOT LEAD,NOT LEAD
4501 07 N HERMITAGE AVE,NOT LEAD,NOT LEAD
1601 11 W LELAND AVE,NOT LEAD,NOT LEAD
4640 56 N ASHLAND AVE,NOT LEAD,NOT LEAD
4906 N ASHLAND AVE,NOT LEAD,NOT LEAD
4661 N ASHLAND AVE,NOT LEAD,NOT LEAD
4711 1/2 N ASHLAND AVE,NOT LEAD,NOT LEAD
4513 1/2 N ASHLAND AVE,NOT LEAD,NOT LEAD
4445 N ASHLAND AVE,NOT LEAD,NOT LEAD
4882 1/2 N ASHLAND AVE,NOT LEAD,NOT LEAD
4831 N ASHLAND AVE,NOT LEAD,NOT LEAD
5020 N ASHLAND AVE,NOT LEAD,NOT LEAD
1807 W WINNEMAC AVE UNIT F,NOT LEAD,NOT LEAD
1807 W WINNEMAC AVE UNIT A,NOT LEAD,NOT LEAD
1801 W WINNEMAC AVE UNIT A,NOT LEAD,NOT LEAD
1801 W WINNEMAC AVE UNIT E,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT J,NOT LEAD,NOT LEAD
1811 W WINNEMAC AVE UNIT A,NOT LEAD,NOT LEAD
1806 W ARGYLE ST UNIT H,NOT LEAD,NOT LEAD
5003 N RAVENSWOOD AVE UNIT 5,NOT LEAD,NOT LEAD
5003 N RAVENSWOOD AVE UNIT 7,NOT LEAD,NOT LEAD
5003 N RAVENSWOOD AVE UNIT 8,NOT LEAD,NOT LEAD
4917 N RAVENSWOOD AVE UNIT 14,NOT LEAD,NOT LEAD
4801 07 N CLARK ST,NOT LEAD,NOT LEAD
4863 65 N RAVENSWOOD AVE,NOT LEAD,NOT LEAD
4901 59 N WOLCOTT AVE,NOT LEAD,NOT LEAD
4431 33 N GREENVIEW AVE,NOT LEAD,NOT LEAD
4739 N ASHLAND AVE,NOT LEAD,NOT LEAD
4701 N ASHLAND AVE,NOT LEAD,NOT LEAD
4918 N ASHLAND AVE,NOT LEAD,NOT LEAD
5029 N PAULINA ST,NOT LEAD,NOT LEAD
4740 50 N CLARK ST,NOT LEAD,NOT LEAD
1343 49 W ARGYLE ST,NOT LEAD,NOT LEAD
5000 10 N GLENWOOD AVE,NOT LEAD,NOT LEAD
5153 59 N CLARK ST,NOT LEAD,NOT LEAD
1406 W WINONA ST,NOT LEAD,NOT LEAD
1458 64 W ARGYLE ST,NOT LEAD,NOT LEAD
5042 50 N GLENWOOD AVE,NOT LEAD,NOT LEAD
4801 11 N WOLCOTT AVE,NOT LEAD,NOT LEAD
1956 62 W LAWRENCE AVE,NOT LEAD,NOT LEAD
1942 50 W LAWRENCE AVE,NOT LEAD,NOT LEAD
